"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test verifies that a user can successfully update their profile details","9077","Test update profile: cập nhập tên : Name DNO 2 , số điện thoại, tỉnh Đăk Nông, Quận , Phường, địa chỉ","Selenium Automation Test Suite","2026-06-25","passed","2026-06-25","tests.ProfileTest","All Tests","tests.ProfileTest","testUpdateProfile"
"Verify that search returns matching results for valid search keywords","3469","Positive Search: Tìm kiếm sản phẩm chung chung","Selenium Automation Test Suite","2026-06-25","passed","2026-06-25","tests.SearchTest","All Tests","tests.SearchTest","testPositiveSearch"
"This test verifies that a user can successfully update their profile details","8607","Test update profile: cập nhập tên : Name HN 3 , số điện thoại, tỉnh Hà Nội, Quận , Phường, địa chỉ","Selenium Automation Test Suite","2026-06-25","passed","2026-06-25","tests.ProfileTest","All Tests","tests.ProfileTest","testUpdateProfile"
"Verify login page displays correct validation errors for invalid credentials","12526","Login should fail: Sai mật khẩu","Selenium Automation Test Suite","2026-06-25","passed","2026-06-25","tests.LoginTest","All Tests","tests.LoginTest","testLoginDynamic"
"This test verifies that a user can successfully create a new account","6426","Verify user can register with valid credentials","Selenium Automation Test Suite","2026-06-25","passed","2026-06-25","tests.RegisterTest","All Tests","tests.RegisterTest","testRegisterSuccessfully"
"Verify that searching with invalid keywords displays the correct no-results message","2595","Negative Search: Tìm kiếm với chuỗi ký tự số dài","Selenium Automation Test Suite","2026-06-25","passed","2026-06-25","tests.SearchTest","All Tests","tests.SearchTest","testNegativeSearch"
"This test verifies that a user can successfully update their profile details","8770","Test update profile: cập nhập tên : Name DN 1 , số điện thoại, tỉnh Đà Nẵng, Quận , Phường, địa chỉ","Selenium Automation Test Suite","2026-06-25","passed","2026-06-25","tests.ProfileTest","All Tests","tests.ProfileTest","testUpdateProfile"
"Verify register page displays correct validation errors for invalid input values","2285","Register should fail: Email thiếu còng (@)","Selenium Automation Test Suite","2026-06-25","passed","2026-06-25","tests.RegisterTest","All Tests","tests.RegisterTest","testRegisterDynamic"
"This test verifies that a user can successfully update their profile details","8908","Test update profile: cập nhập tên : Name DNO 3 , số điện thoại, tỉnh Đăk Nông, Quận , Phường, địa chỉ","Selenium Automation Test Suite","2026-06-25","passed","2026-06-25","tests.ProfileTest","All Tests","tests.ProfileTest","testUpdateProfile"
"This test verifies that a user can successfully update their profile details","9072","Test update profile: cập nhập tên : Name DNO 4 , số điện thoại, tỉnh Đăk Nông, Quận , Phường, địa chỉ","Selenium Automation Test Suite","2026-06-25","passed","2026-06-25","tests.ProfileTest","All Tests","tests.ProfileTest","testUpdateProfile"
"Verify login page displays correct validation errors for invalid credentials","1149","Login should fail: Trống mật khẩu","Selenium Automation Test Suite","2026-06-25","passed","2026-06-25","tests.LoginTest","All Tests","tests.LoginTest","testLoginDynamic"
"Kiểm thử luồng tiêu cực (Negative): Kiểm tra các lỗi xác thực dữ liệu khi gửi đánh giá","2245","Negative: Nội dung đánh giá chứa thẻ script không hợp lệ","Selenium Automation Test Suite","2026-06-25","passed","2026-06-25","tests.ReviewTest","All Tests","tests.ReviewTest","testSendReviewValidationErrors"
"Verify that searching with invalid keywords displays the correct no-results message","3483","Negative Search: Tìm kiếm sản phẩm cụ thể","Selenium Automation Test Suite","2026-06-25","passed","2026-06-25","tests.SearchTest","All Tests","tests.SearchTest","testNegativeSearch"
"Verify login page displays correct validation errors for invalid credentials","1107","Login should fail: Trống email","Selenium Automation Test Suite","2026-06-25","passed","2026-06-25","tests.LoginTest","All Tests","tests.LoginTest","testLoginDynamic"
"This test verifies that a user can successfully update their profile details","9795","Test update profile: cập nhập tên : Name HCM 4 , số điện thoại, tỉnh TP HCM, Quận , Phường, địa chỉ","Selenium Automation Test Suite","2026-06-25","passed","2026-06-25","tests.ProfileTest","All Tests","tests.ProfileTest","testUpdateProfile"
"Verify that search returns matching results for valid search keywords","5903","Positive Search: Tìm kiếm từ khóa tiếng Việt không dấu","Selenium Automation Test Suite","2026-06-25","passed","2026-06-25","tests.SearchTest","All Tests","tests.SearchTest","testPositiveSearch"
"Verify that searching with invalid keywords displays the correct no-results message","2155","Negative Search: Kiểm thử bảo mật XSS Injection","Selenium Automation Test Suite","2026-06-25","passed","2026-06-25","tests.SearchTest","All Tests","tests.SearchTest","testNegativeSearch"
"This test verifies that a user can successfully update their profile details","9083","Test update profile: cập nhập tên : Name DNO 1 , số điện thoại, tỉnh Đăk Nông, Quận , Phường, địa chỉ","Selenium Automation Test Suite","2026-06-25","passed","2026-06-25","tests.ProfileTest","All Tests","tests.ProfileTest","testUpdateProfile"
"Verify that search returns matching results for valid search keywords","2564","Positive Search: Tìm kiếm phụ kiện","Selenium Automation Test Suite","2026-06-25","passed","2026-06-25","tests.SearchTest","All Tests","tests.SearchTest","testPositiveSearch"
"This test verifies that a user can successfully update their profile details","8672","Test update profile: cập nhập tên : Name HN 5 , số điện thoại, tỉnh Hà Nội, Quận , Phường, địa chỉ","Selenium Automation Test Suite","2026-06-25","passed","2026-06-25","tests.ProfileTest","All Tests","tests.ProfileTest","testUpdateProfile"
"Verify register page displays correct validation errors for invalid input values","1853","Register should fail: Trống trường Họ và Tên","Selenium Automation Test Suite","2026-06-25","passed","2026-06-25","tests.RegisterTest","All Tests","tests.RegisterTest","testRegisterDynamic"
"Verify positive checkout & payment scenarios:
  1. Login successfully.
  2. Add product(s) to cart.
  3. Proceed to checkout page.
  4. Fill shipping information.
  5. Select payment method.
  6. Confirm the order.
  7. Assert order confirmation is displayed.","40632","[P1][Smoke] TC-CHK-01: Checkout 1 sản phẩm với thanh toán COD thành công","Selenium Automation Test Suite","2026-06-25","passed","2026-06-25","tests.CheckoutTest","All Tests","tests.CheckoutTest","testCheckoutPositiveFlows"
"Kiểm thử luồng tiêu cực (Negative): Kiểm tra các lỗi xác thực dữ liệu khi gửi đánh giá","2262","Negative: Tên người đánh giá quá ngắn (< 4 ký tự)","Selenium Automation Test Suite","2026-06-25","passed","2026-06-25","tests.ReviewTest","All Tests","tests.ReviewTest","testSendReviewValidationErrors"
"Verify positive scenarios on Cart: adding single/multiple products, updating to valid quantities.","20638","Positive: Cập nhật số lượng sản phẩm lên giá trị hợp lệ","Selenium Automation Test Suite","2026-06-25","passed","2026-06-25","tests.CartTest","All Tests","tests.CartTest","testCartPositiveFlows"
"This test verifies that a user can successfully update their profile details","8707","Test update profile: cập nhập tên : Name DN 3 , số điện thoại, tỉnh Đà Nẵng, Quận , Phường, địa chỉ","Selenium Automation Test Suite","2026-06-25","passed","2026-06-25","tests.ProfileTest","All Tests","tests.ProfileTest","testUpdateProfile"
"This test verifies that a user can successfully log in using valid email and password","2738","Verify user can login with valid credentials","Selenium Automation Test Suite","2026-06-25","passed","2026-06-25","tests.LoginTest","All Tests","tests.LoginTest","testLoginSuccessfully"
"This test verifies that a user can successfully update their profile details","9226","Test update profile: cập nhập tên : Name HCM 5 , số điện thoại, tỉnh TP HCM, Quận , Phường, địa chỉ","Selenium Automation Test Suite","2026-06-25","passed","2026-06-25","tests.ProfileTest","All Tests","tests.ProfileTest","testUpdateProfile"
"Verify that search returns matching results for valid search keywords","5436","Positive Search: Tìm kiếm theo tên thương hiệu","Selenium Automation Test Suite","2026-06-25","passed","2026-06-25","tests.SearchTest","All Tests","tests.SearchTest","testPositiveSearch"
"This test verifies that a user can successfully update their profile details","9136","Test update profile: cập nhập tên : Name DNO 5 , số điện thoại, tỉnh Đăk Nông, Quận , Phường, địa chỉ","Selenium Automation Test Suite","2026-06-25","passed","2026-06-25","tests.ProfileTest","All Tests","tests.ProfileTest","testUpdateProfile"
"Verify positive checkout & payment scenarios:
  1. Login successfully.
  2. Add product(s) to cart.
  3. Proceed to checkout page.
  4. Fill shipping information.
  5. Select payment method.
  6. Confirm the order.
  7. Assert order confirmation is displayed.","46421","[P2][Regression] TC-CHK-04: Checkout nhiều sản phẩm, địa chỉ giao hàng khác nhau, thanh toán COD","Selenium Automation Test Suite","2026-06-25","passed","2026-06-25","tests.CheckoutTest","All Tests","tests.CheckoutTest","testCheckoutPositiveFlows"
"This test verifies that a user can successfully update their profile details","8729","Test update profile: cập nhập tên : Name DN 5 , số điện thoại, tỉnh Đà Nẵng, Quận , Phường, địa chỉ","Selenium Automation Test Suite","2026-06-25","passed","2026-06-25","tests.ProfileTest","All Tests","tests.ProfileTest","testUpdateProfile"
"This test verifies that a user can successfully update their profile details","9590","Test update profile: cập nhập tên : Name HCM 6 , số điện thoại, tỉnh TP HCM, Quận , Phường, địa chỉ","Selenium Automation Test Suite","2026-06-25","passed","2026-06-25","tests.ProfileTest","All Tests","tests.ProfileTest","testUpdateProfile"
"This test verifies that a user can successfully update their profile details","8675","Test update profile: cập nhập tên : Name DN 4 , số điện thoại, tỉnh Đà Nẵng, Quận , Phường, địa chỉ","Selenium Automation Test Suite","2026-06-25","passed","2026-06-25","tests.ProfileTest","All Tests","tests.ProfileTest","testUpdateProfile"
"Kiểm thử luồng tiêu cực (Negative): Kiểm tra các lỗi xác thực dữ liệu khi gửi đánh giá","2178","Negative: Số điện thoại không đúng định dạng 10 hoặc 11 số bắt đầu bằng 0","Selenium Automation Test Suite","2026-06-25","passed","2026-06-25","tests.ReviewTest","All Tests","tests.ReviewTest","testSendReviewValidationErrors"
"Verify register page displays correct validation errors for invalid input values","1722","Register should fail: Email sai định dạng domain","Selenium Automation Test Suite","2026-06-25","passed","2026-06-25","tests.RegisterTest","All Tests","tests.RegisterTest","testRegisterDynamic"
"Verify that search returns matching results for valid search keywords","2739","Positive Search: Tìm kiếm có chứa khoảng trắng ở 2 đầu (Trim test)","Selenium Automation Test Suite","2026-06-25","passed","2026-06-25","tests.SearchTest","All Tests","tests.SearchTest","testPositiveSearch"
